"","Estimate","StdError","PValue","ZValue","ci_95_upper","ci_95_lower","ci_99_upper","ci_99_lower","OddsRatio","OR_ci_95_upper","OR_ci_95_lower","OR_ci_99_upper","OR_ci_99_lower","AIC","BIC","LogLikelihood"
"oralSter_PatternsNo_Treat",-0.131002554624004,0.149767013073424,0.381732260470583,-0.874709002574419,-0.422176714410338,0.165796588481718,-0.512930609118582,0.260653567498104,0.877215533432322,0.655618171977354,1.1803329839784,0.598738337145225,1.29777799507024,10884.2381091254,11341.6700540189,-5377.11905456272
"barbs_PatternsDeprescribing",-0.428083300571477,0.270734790070464,0.113834467872156,-1.5811905830797,-0.956634502788821,0.109355688262428,-1.12310450391133,0.282374789992062,0.651757120796776,0.384183681781528,1.11555907105043,0.325268428431882,1.3262757017088,10884.2381091254,11341.6700540189,-5377.11905456272
"barbs_PatternsInitiating",-0.280626736148353,0.280072633374609,0.316354012986723,-1.00197842526443,-0.82768361186885,0.274490237990429,-0.999935218693979,0.452702032082028,0.755310212868859,0.437060516461555,1.31585972857113,0.367903273654041,1.57255554559585,10884.2381091254,11341.6700540189,-5377.11905456272
"barbs_PatternsNo_Treat",-0.372805589365311,0.262022932855655,0.154794849093676,-1.42279755936738,-0.884139547149689,0.14816168892007,-1.04526930380518,0.316365886785435,0.688799129704027,0.413069447192117,1.15970039190856,0.351597120184856,1.3721322088345,10884.2381091254,11341.6700540189,-5377.11905456272
"sedHyp_PatternsDeprescribing",0.0407104454306609,0.092049672263282,0.65829669142352,0.442266055160091,-0.138893515131857,0.222061292321636,-0.195028141797731,0.279467831138677,1.04155047617893,0.870320699509061,1.24864790804809,0.822811502335328,1.32242587117622,10884.2381091254,11341.6700540189,-5377.11905456272
"sedHyp_PatternsInitiating",-0.0189942403168112,0.105064060276165,0.85653458777332,-0.180787228923803,-0.224586364464179,0.187377167668142,-0.289083752235984,0.252442619741593,0.981185013541359,0.798846581763614,1.20608209444598,0.748949476582564,1.28716563613895,10884.2381091254,11341.6700540189,-5377.11905456272
"sedHyp_PatternsNo_Treat",-0.00446652886632877,0.0885726175538071,0.959781423782255,-0.0504278747730967,-0.177144894451157,0.170190246707649,-0.23106048413925,0.225545843960811,0.995543431239177,0.837658403674843,1.1855303731176,0.793691458838703,1.25300647557947,10884.2381091254,11341.6700540189,-5377.11905456272
"benzos_PatternsDeprescribing",-0.0584568929915593,0.114061447922243,0.608298660868257,-0.512503515047521,-0.280826266421412,0.166555211266622,-0.350280276216846,0.237935281295478,0.943218898868363,0.755159520650171,1.18122875120557,0.704490610082586,1.26862708626648,10884.2381091254,11341.6700540189,-5377.11905456272
"benzos_PatternsInitiating",0.0592683284747439,0.124810141898715,0.63488114106921,0.474867887922448,-0.184517506196249,0.304961658313701,-0.260835510649247,0.382671124210998,1.06105991513397,0.831505383275567,1.3565729887131,0.770407633044663,1.46619575448278,10884.2381091254,11341.6700540189,-5377.11905456272
"benzos_PatternsNo_Treat",-0.0862023454779055,0.108624162917788,0.427437930046464,-0.793583519194967,-0.297723831423073,0.128376036863025,-0.363699437512959,0.196577874332278,0.917408578960492,0.742506368362351,1.13698046888934,0.695100084359244,1.2172301081693,10884.2381091254,11341.6700540189,-5377.11905456272
"gabaN02BF_PatternsDeprescribing",-0.0378566440684592,0.126955122803181,0.765558778862889,-0.298189180811147,-0.284998106873188,0.213065055007066,-0.362066027609472,0.292889560687605,0.96285096139444,0.752015677979078,1.23746515192929,0.696236395499243,1.34029476102588,10884.2381091254,11341.6700540189,-5377.11905456272
"gabaN02BF_PatternsInitiating",0.0903936326759986,0.138086984033288,0.512716495907966,0.654613708227621,-0.178984130718202,0.362656792757496,-0.263196018626383,0.448975051847028,1.09460507123698,0.836119167902447,1.43714253686298,0.768591224348243,1.56670557030165,10884.2381091254,11341.6700540189,-5377.11905456272
"gabaN02BF_PatternsNo_Treat",-0.0692539695618939,0.121259747145448,0.567917727741015,-0.571120847537524,-0.305006600559655,0.170777584793221,-0.378415776930194,0.247304312153685,0.933089673607647,0.737118508980879,1.18622688478122,0.684945656851675,1.28056874612326,10884.2381091254,11341.6700540189,-5377.11905456272
"firstGenAH_PatternsDeprescribing",-0.110020556939593,0.0709965662511024,0.12122308246493,-1.54966025470119,-0.248895018204614,0.0294508040150206,-0.292430321844054,0.0734204655524609,0.895815719877607,0.779661819386048,1.02988876783323,0.746447254292096,1.07618293965242,10884.2381091254,11341.6700540189,-5377.11905456272
"firstGenAH_PatternsInitiating",0.140948483229129,0.0859017443831144,0.100836760213326,1.64081048925515,-0.0274336867055353,0.309351133529317,-0.0803658423435746,0.362298011201729,1.15136533183288,0.972939199217888,1.36254072024813,0.922778693106781,1.4366270091142,10884.2381091254,11341.6700540189,-5377.11905456272
"firstGenAH_PatternsNo_Treat",-0.0875858040197458,0.0717555530439403,0.222232354067408,-1.22061360137677,-0.227938719901947,0.0533822114761387,-0.271934827662719,0.0978258532229995,0.916140259761379,0.796173047903012,1.05483273725882,0.761903914530698,1.10277072441819,10884.2381091254,11341.6700540189,-5377.11905456272
"anticonv_PatternsDeprescribing",-0.109652819125022,0.13378181151376,0.412421810619989,-0.819639216155654,-0.370252846432296,0.154634687153484,-0.451599163277618,0.238671130591678,0.896145205771191,0.690559703004106,1.16723147855612,0.636609294973122,1.26956094816372,10884.2381091254,11341.6700540189,-5377.11905456272
"anticonv_PatternsInitiating",0.00592528046812484,0.146133538067802,0.967657015969947,0.0405470266885324,-0.279339692681285,0.293893269523024,-0.368604782127582,0.385133267607571,1.00594286966559,0.756282955790875,1.34164070207306,0.691698728136422,1.46981018647676,10884.2381091254,11341.6700540189,-5377.11905456272
"anticonv_PatternsNo_Treat",-0.119346296786452,0.127269060890601,0.348373972437979,-0.937747917296579,-0.366944025249423,0.13247558044997,-0.44412413014127,0.212734029688268,0.88750040900102,0.692848425976837,1.14165113714173,0.641385800575752,1.23705558742472,10884.2381091254,11341.6700540189,-5377.11905456272
"thiazDiur_PatternsDeprescribing",-0.176681688472156,0.0805713540302268,0.0283174772029499,-2.19285986438645,-0.334280604777016,-0.0183751767296523,-0.383689519528678,0.031548880623583,0.838046501933564,0.715852882303373,0.981792617508849,0.681342938019384,1.03205182169933,10884.2381091254,11341.6700540189,-5377.11905456272
"thiazDiur_PatternsInitiating",-0.0862499571281679,0.0943945955257507,0.360865510502868,-0.91371711110981,-0.2712616541675,0.0988319468860501,-0.329417020971527,0.157038620161355,0.917364900663889,0.76241698072377,1.1038807733688,0.719342973083677,1.17004080019285,10884.2381091254,11341.6700540189,-5377.11905456272
"thiazDiur_PatternsNo_Treat",-0.311072088407145,0.0787070351846602,7.74107142573238e-05,-3.95227806100581,-0.464973374794037,-0.156371986945154,-0.513203495111868,-0.107560465873718,0.732661057596943,0.628151829638834,0.855240992707751,0.598574972130401,0.898022221110912,10884.2381091254,11341.6700540189,-5377.11905456272
"sgap_PatternsDeprescribing",-0.009321508382117,0.135390599028807,0.945109808179199,-0.0688490076045361,-0.272683758895282,0.258536566100448,-0.354742918957959,0.343875101869831,0.990721802199355,0.761333514514749,1.29503350331227,0.701353724780499,1.41040246787538,10884.2381091254,11341.6700540189,-5377.11905456272
"sgap_PatternsInitiating",-0.00514181127561001,0.145923761415458,0.971891328775512,-0.0352362852062923,-0.289640006254045,0.282806922327196,-0.37852600457236,0.374213558707169,0.994871385208355,0.748532986274832,1.32684895217592,0.684870161067846,1.45384759911985,10884.2381091254,11341.6700540189,-5377.11905456272
"sgap_PatternsNo_Treat",0.0134628254376054,0.129458051380037,0.917174325577469,0.103993728424692,-0.238019787242512,0.270000903799472,-0.31625790130755,0.351923181005713,1.01355385732875,0.788187094890277,1.30996563467896,0.728871449026056,1.42179929833116,10884.2381091254,11341.6700540189,-5377.11905456272
"tca_PatternsDeprescribing",-0.286313748462014,0.142527485585684,0.0445549723216886,-2.00883182135343,-0.564309019398283,-0.00504801612011409,-0.651250593279044,0.0842813157802413,0.751026945429129,0.568753008307963,0.994964703700972,0.521393317886623,1.08793490402043,10884.2381091254,11341.6700540189,-5377.11905456272
"tca_PatternsInitiating",-0.095890724015081,0.15432304644995,0.53436041478349,-0.621363602008596,-0.397374321629077,0.208038086918986,-0.491825354442895,0.304277531963088,0.908563294793117,0.672082403561628,1.23126006355813,0.611509153863961,1.35564523877027,10884.2381091254,11341.6700540189,-5377.11905456272
"tca_PatternsNo_Treat",-0.216921751554508,0.135139230433899,0.108455888023431,-1.60517231641786,-0.480197032203969,0.0501855393529353,-0.562437973854571,0.135220023752536,0.804992956288114,0.618661483560993,1.05146616663105,0.569818167259342,1.14478863733533,10884.2381091254,11341.6700540189,-5377.11905456272
"ssriSnri_PatternsDeprescribing",-0.190588840314717,0.190634442047624,0.317426285515577,-0.999760789643165,-0.561405293814992,0.187418835074802,-0.677163140692683,0.308440624789859,0.826472330405513,0.570406911046518,1.20613234980608,0.508056233993407,1.36130067963405,10884.2381091254,11341.6700540189,-5377.11905456272
"ssriSnri_PatternsInitiating",-0.0616868838895218,0.200394887550113,0.758214253305434,-0.307826634918996,-0.452026153810317,0.334879596544359,-0.574030576481365,0.46145171584754,0.940177225343573,0.636337526856476,1.39777207850187,0.563250632636232,1.58637528031145,10884.2381091254,11341.6700540189,-5377.11905456272
"ssriSnri_PatternsNo_Treat",-0.173297541942412,0.18326581336782,0.344348777559066,-0.945607578182621,-0.529396735938052,0.190714606563352,-0.640465417398261,0.307565301076056,0.840887378354638,0.588960161029563,1.21011404418926,0.527047070075359,1.360109622224,10884.2381091254,11341.6700540189,-5377.11905456272
"nitrates_PatternsDeprescribing",-0.0497057486594247,0.333320070944721,0.881456436056198,-0.149123179166934,-0.694196102491644,0.621843784665341,-0.895471262207536,0.843138455034904,0.951509366218661,0.499475813997308,1.86235866655861,0.408415082688206,2.32364821031746,10884.2381091254,11341.6700540189,-5377.11905456272
"nitrates_PatternsInitiating",0.0296404314618874,0.343898795588121,0.93131585551714,0.0861894017721044,-0.636177619374534,0.720601950078303,-0.844188154254902,0.947288117835331,1.03008408152866,0.529311793329001,2.05567024915627,0.429906234121828,2.57870701886723,10884.2381091254,11341.6700540189,-5377.11905456272
"nitrates_PatternsNo_Treat",-0.0463634129733862,0.32566825069213,0.886792549583599,-0.142363932851458,-0.675477283078564,0.611167207964852,-0.871938987460789,0.828610455432899,0.954694950609601,0.508913466847123,1.84258081913531,0.418139994498476,2.2901342846519,10884.2381091254,11341.6700540189,-5377.11905456272
"antiPark_PatternsDeprescribing",0.0933065487150058,0.0856997172856789,0.276259094208043,1.08876145301588,-0.0739514742071991,0.262080342709555,-0.126239606842789,0.315471798400147,1.09779821232347,0.928716759464896,1.29963095410724,0.881403631138789,1.37090594963725,10884.2381091254,11341.6700540189,-5377.11905456272
"antiPark_PatternsInitiating",0.15164537676712,0.0991117758577146,0.126005841199061,1.53004398775805,-0.0423340587637026,0.346272244822392,-0.103198278967397,0.407607893652484,1.16374747135785,0.958549515215738,1.41378745974529,0.901948118408939,1.50321762442488,10884.2381091254,11341.6700540189,-5377.11905456272
"antiPark_PatternsNo_Treat",0.105673322797301,0.082632482752351,0.200955116028986,1.27883514179289,-0.0554630497152885,0.268551001490683,-0.105783799213866,0.320138873695412,1.11145872896526,0.946046979729864,1.3080676887314,0.899619125414225,1.37731902443784,10884.2381091254,11341.6700540189,-5377.11905456272
"ppi_PatternsDeprescribing",-0.145553115174416,0.215925524793462,0.500254455442531,-0.674089435760969,-0.564226743439519,0.284487577911971,-0.694502302690027,0.423096306879925,0.864543968450722,0.568799804932114,1.32908080323869,0.499322897816653,1.52668131880114,10884.2381091254,11341.6700540189,-5377.11905456272
"ppi_PatternsInitiating",0.080940111086128,0.224732675629047,0.718726185825062,0.36016173820549,-0.355431074135609,0.527593291206098,-0.491387475789606,0.671101133062822,1.08430595671614,0.700871250611015,1.69484838966424,0.61177697930197,1.9563903811478,10884.2381091254,11341.6700540189,-5377.11905456272
"ppi_PatternsNo_Treat",-0.025188868450889,0.208353871548231,0.903774479490673,-0.120894650354784,-0.428628502335556,0.390625456936227,-0.554018512567385,0.525068934826504,0.975125724150298,0.651401878512926,1.47790487071986,0.574635982503649,1.69057538388315,10884.2381091254,11341.6700540189,-5377.11905456272
"loopDiur_PatternsDeprescribing",-0.0444469896012879,0.217933352649801,0.838394428053931,-0.203947624633253,-0.466703067604707,0.389937959567646,-0.597971027067371,0.530098340291758,0.956526304590461,0.627066259057568,1.47688916419801,0.549926290468156,1.69909939033275,10884.2381091254,11341.6700540189,-5377.11905456272
"loopDiur_PatternsInitiating",0.0215041167912159,0.229412953562914,0.925319342616478,0.0937354079499204,-0.423945525554663,0.477435926065594,-0.562713995483607,0.623910546735202,1.02173699660662,0.654459532257849,1.61193597582509,0.5696609068252,1.86621169909036,10884.2381091254,11341.6700540189,-5377.11905456272
"loopDiur_PatternsNo_Treat",0.00544163981233846,0.209264852106155,0.979254465879282,0.0260036014532343,-0.399364009439923,0.42355218610429,-0.525032552720072,0.558953856297435,1.00545647242664,0.670746498852757,1.52737745976265,0.591536107944058,1.74884200293325,10884.2381091254,11341.6700540189,-5377.11905456272
"h2Antags_PatternsDeprescribing",-0.295888945628973,0.211014582684934,0.160849451443807,-1.40222036725663,-0.708113014763944,0.121115649114067,-0.83763084110492,0.254138002870262,0.743870033451938,0.492572798655799,1.12875544438638,0.432734526790127,1.28934972595362,10884.2381091254,11341.6700540189,-5377.11905456272
"h2Antags_PatternsInitiating",-0.29844572244611,0.221925023942833,0.17868844715434,-1.34480428184155,-0.732362614420135,0.139378971045306,-0.868752176182509,0.27864576219674,0.741970553103864,0.480771768897609,1.14955966729345,0.41947465327212,1.32133919266304,10884.2381091254,11341.6700540189,-5377.11905456272
"h2Antags_PatternsNo_Treat",-0.368613758484175,0.202700026991197,0.0689849146465148,-1.81851854662152,-0.764395181566101,0.0324913971668852,-0.888755847262063,0.160744619359337,0.69169251922985,0.465615458641665,1.03302500616401,0.411166989193645,1.17438501531675,10884.2381091254,11341.6700540189,-5377.11905456272
"inhSteroids_PatternsDeprescribing",-0.408579971981464,0.157547034094532,0.00950365674450903,-2.59338409212011,-0.71627916293716,-0.0979054639138312,-0.812728082664275,0.000717971592099992,0.664593321521443,0.488566755429385,0.906734618844332,0.443646110553699,1.0007182293954,10884.2381091254,11341.6700540189,-5377.11905456272
"inhSteroids_PatternsInitiating",-0.338095700701586,0.170091592460336,0.0468418586564583,-1.98772729334302,-0.670782412724218,-0.00336291482342732,-0.775212552556532,0.102568635051097,0.713127037874702,0.511308367069586,0.996642733441309,0.460605867638747,1.10801334785281,10884.2381091254,11341.6700540189,-5377.11905456272
"inhSteroids_PatternsNo_Treat",-0.318142182077809,0.150349774187814,0.0343436423482568,-2.11601370069497,-0.611554098889355,-0.0212834731292536,-0.703469850556501,0.0731465749391314,0.727499343692486,0.542507103909417,0.978941421645188,0.494865212953579,1.07588822360885,10884.2381091254,11341.6700540189,-5377.11905456272
"fgap_PatternsDeprescribing",0.0105786196282971,0.130427819533789,0.935356795000953,0.0811070802694557,-0.243060172988937,0.268644508520615,-0.322048967549132,0.350861950075853,1.01063477105176,0.784224323230247,1.30819000797469,0.724662704504496,1.42029124127965,10884.2381091254,11341.6700540189,-5377.11905456272
"fgap_PatternsInitiating",0.0964471481622031,0.141592543489322,0.495770383649137,0.681159796875015,-0.179577314821562,0.37583654316907,-0.265792769149781,0.464508934581121,1.10125137644657,0.835623342375981,1.4562090869939,0.76659797379141,1.59123259769448,10884.2381091254,11341.6700540189,-5377.11905456272
"fgap_PatternsNo_Treat",0.0298842535169249,0.123717189570051,0.809126574131106,0.241552961401566,-0.210298187756103,0.275155733367111,-0.284948863786586,0.353514166394483,1.0303352693676,0.810342575706096,1.31673571858818,0.752052710464024,1.42406316064898,10884.2381091254,11341.6700540189,-5377.11905456272
"tzd_PatternsDeprescribing",-0.181928737914938,0.207094868725273,0.379683188078937,-0.878480181738743,-0.583996916753904,0.229823575113781,-0.709276269280576,0.362198485358395,0.833660746702046,0.557664965735469,1.25837798115221,0.492000144258974,1.43648403471451,10884.2381091254,11341.6700540189,-5377.11905456272
"tzd_PatternsInitiating",-0.167599663166512,0.217937012094101,0.441876692352078,-0.769027993712905,-0.591489330969701,0.264603269511939,-0.723796272246618,0.403017814630023,0.845692328713307,0.553502322415455,1.30291396753444,0.484907914905076,1.49633354805469,10884.2381091254,11341.6700540189,-5377.11905456272
"tzd_PatternsNo_Treat",-0.117784816619326,0.199500076309354,0.554922606125992,-0.590399857475159,-0.504612341723128,0.279643355046412,-0.625015645747952,0.407798217985298,0.888887305812127,0.603739574711443,1.32265800890508,0.535253054019104,1.50350375054384,10884.2381091254,11341.6700540189,-5377.11905456272
