classification_system,code,code_clean,description,source
icd-10-mc,G71.13,G7113,Myotonic chondrodystrophy,
icd-10-mc,G71.14,G7114,Drug induced myotonia,
icd-10-mc,G71.19,G7119,Other specified myotonic disorders,
icd-10-mc,G71.20,G7120,"Congenital myopathy, unspecified",
icd-10-mc,G71.21,G7121,Nemaline myopathy,
icd-10-mc,G71.220,G71220,X-linked myotubular myopathy,
icd-10-mc,G71.228,G71228,Other centronuclear myopathy,
icd-10-mc,G71.29,G7129,Other congenital myopathy,
icd-10-mc,G71.3,G713,"Mitochondrial myopathy, not elsewhere classified",
icd-10-mc,G71.8,G718,Other primary disorders of muscles,
icd-10-mc,G71.9,G719,"Primary disorder of muscle, unspecified",
icd-10-mc,G72.0,G720,Drug-induced myopathy,
icd-10-mc,G72.1,G721,Alcoholic myopathy,
icd-10-mc,G72.2,G722,Myopathy due to other toxic agents,
icd-10-mc,G72.3,G723,Periodic paralysis,
icd-10-mc,G72.41,G7241,Inclusion body myositis [IBM],
icd-10-mc,G72.49,G7249,"Other inflammatory and immune myopathies, not elsewhere classified",
icd-10-mc,G72.81,G7281,Critical illness myopathy,
icd-10-mc,G72.89,G7289,Other specified myopathies,
icd-10-mc,G72.9,G729,"Myopathy, unspecified",
icd-10-mc,G73.1,G731,Lambert-Eaton syndrome in neoplastic disease,
icd-10-mc,G73.3,G733,Myasthenic syndromes in other diseases classified elsewhere,
icd-10-mc,G73.7,G737,Myopathy in diseases classified elsewhere,
icd-10-mc,G90.01,G9001,Carotid sinus syncope,
icd-10-mc,G90.09,G9009,Other idiopathic peripheral autonomic neuropathy,
icd-10-mc,G90.2,G902,Horner's syndrome,
icd-10-mc,G90.4,G904,Autonomic dysreflexia,
icd-10-mc,G90.50,G9050,"Complex regional pain syndrome I, unspecified",
icd-10-mc,G90.511,G90511,Complex regional pain syndrome I of right upper limb,
icd-10-mc,G90.512,G90512,Complex regional pain syndrome I of left upper limb,
icd-10-mc,G90.513,G90513,"Complex regional pain syndrome I of upper limb, bilateral",
icd-10-mc,G90.519,G90519,Complex regional pain syndrome I of unspecified upper limb,
icd-10-mc,G90.521,G90521,Complex regional pain syndrome I of right lower limb,
icd-10-mc,G90.522,G90522,Complex regional pain syndrome I of left lower limb,
icd-10-mc,G90.523,G90523,"Complex regional pain syndrome I of lower limb, bilateral",
icd-10-mc,G90.529,G90529,Complex regional pain syndrome I of unspecified lower limb,
icd-10-mc,G90.59,G9059,Complex regional pain syndrome I of other specified site,
icd-10-mc,G90.8,G908,Other disorders of autonomic nervous system,
icd-10-mc,G90.9,G909,"Disorder of the autonomic nervous system, unspecified",
icd-10-mc,G99.0,G990,Autonomic neuropathy in diseases classified elsewhere,
