classification_system,code,code_clean,description,source
icd-10-mc,K51.019,K51019,Ulcerative (chronic) pancolitis with unspecified complications,
icd-10-mc,K51.20,K5120,Ulcerative (chronic) proctitis without complications,
icd-10-mc,K51.211,K51211,Ulcerative (chronic) proctitis with rectal bleeding,
icd-10-mc,K51.212,K51212,Ulcerative (chronic) proctitis with intestinal obstruction,
icd-10-mc,K51.213,K51213,Ulcerative (chronic) proctitis with fistula,
icd-10-mc,K51.214,K51214,Ulcerative (chronic) proctitis with abscess,
icd-10-mc,K51.218,K51218,Ulcerative (chronic) proctitis with other complication,
icd-10-mc,K51.219,K51219,Ulcerative (chronic) proctitis with unspecified complications,
icd-10-mc,K51.30,K5130,Ulcerative (chronic) rectosigmoiditis without complications,
icd-10-mc,K51.311,K51311,Ulcerative (chronic) rectosigmoiditis with rectal bleeding,
icd-10-mc,K51.312,K51312,Ulcerative (chronic) rectosigmoiditis with intestinal obstruction,
icd-10-mc,K51.313,K51313,Ulcerative (chronic) rectosigmoiditis with fistula,
icd-10-mc,K51.314,K51314,Ulcerative (chronic) rectosigmoiditis with abscess,
icd-10-mc,K51.318,K51318,Ulcerative (chronic) rectosigmoiditis with other complication,
icd-10-mc,K51.319,K51319,Ulcerative (chronic) rectosigmoiditis with unspecified complications,
icd-10-mc,K51.40,K5140,Inflammatory polyps of colon without complications,
icd-10-mc,K51.411,K51411,Inflammatory polyps of colon with rectal bleeding,
icd-10-mc,K51.412,K51412,Inflammatory polyps of colon with intestinal obstruction,
icd-10-mc,K51.413,K51413,Inflammatory polyps of colon with fistula,
icd-10-mc,K51.414,K51414,Inflammatory polyps of colon with abscess,
icd-10-mc,K51.418,K51418,Inflammatory polyps of colon with other complication,
icd-10-mc,K51.419,K51419,Inflammatory polyps of colon with unspecified complications,
icd-10-mc,K51.50,K5150,Left sided colitis without complications,
icd-10-mc,K51.511,K51511,Left sided colitis with rectal bleeding,
icd-10-mc,K51.512,K51512,Left sided colitis with intestinal obstruction,
icd-10-mc,K51.513,K51513,Left sided colitis with fistula,
icd-10-mc,K51.514,K51514,Left sided colitis with abscess,
icd-10-mc,K51.518,K51518,Left sided colitis with other complication,
icd-10-mc,K51.519,K51519,Left sided colitis with unspecified complications,
icd-10-mc,K51.80,K5180,Other ulcerative colitis without complications,
icd-10-mc,K51.811,K51811,Other ulcerative colitis with rectal bleeding,
icd-10-mc,K51.812,K51812,Other ulcerative colitis with intestinal obstruction,
icd-10-mc,K51.813,K51813,Other ulcerative colitis with fistula,
icd-10-mc,K51.814,K51814,Other ulcerative colitis with abscess,
icd-10-mc,K51.818,K51818,Other ulcerative colitis with other complication,
icd-10-mc,K51.819,K51819,Other ulcerative colitis with unspecified complications,
icd-10-mc,K51.90,K5190,"Ulcerative colitis, unspecified, without complications",
icd-10-mc,K51.911,K51911,"Ulcerative colitis, unspecified with rectal bleeding",
icd-10-mc,K51.912,K51912,"Ulcerative colitis, unspecified with intestinal obstruction",
icd-10-mc,K51.913,K51913,"Ulcerative colitis, unspecified with fistula",
icd-10-mc,K51.914,K51914,"Ulcerative colitis, unspecified with abscess",
icd-10-mc,K51.918,K51918,"Ulcerative colitis, unspecified with other complication",
icd-10-mc,K51.919,K51919,"Ulcerative colitis, unspecified with unspecified complications",
