classification_system,code,code_clean,description,source
icd-09-mc,800.31,80031,"Closed fracture of vault of skull with other and unspecified intracranial hemorrhage, with no loss of consciousness",
icd-09-mc,800.32,80032,"Closed fracture of vault of skull with other and unspecified intracranial hemorrhage, with brief [less than one hour] loss of consciousness",
icd-09-mc,800.33,80033,"Closed fracture of vault of skull with other and unspecified intracranial hemorrhage, with moderate [1-24 hours] loss of consciousness",
icd-09-mc,800.34,80034,"Closed fracture of vault of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",
icd-09-mc,800.35,80035,"Closed fracture of vault of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",
icd-09-mc,800.36,80036,"Closed fracture of vault of skull with other and unspecified intracranial hemorrhage, with loss of consciousness of unspecified duration",
icd-09-mc,800.39,80039,"Closed fracture of vault of skull with other and unspecified intracranial hemorrhage, with concussion, unspecified",
icd-09-mc,800.40,80040,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, unspecified state of consciousness",
icd-09-mc,800.41,80041,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with no loss of consciousness",
icd-09-mc,800.42,80042,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with brief [less than one hour] loss of consciousness",
icd-09-mc,800.43,80043,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with moderate [1-24 hours] loss of consciousness",
icd-09-mc,800.44,80044,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",
icd-09-mc,800.45,80045,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",
icd-09-mc,800.46,80046,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration",
icd-09-mc,800.49,80049,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with concussion, unspecified",
icd-09-mc,800.50,80050,"Open fracture of vault of skull without mention of intracranial injury, unspecified state of consciousness",
icd-09-mc,800.51,80051,"Open fracture of vault of skull without mention of intracranial injury, with no loss of consciousness",
icd-09-mc,800.52,80052,"Open fracture of vault of skull without mention of intracranial injury, with brief [less than one hour] loss of consciousness",
icd-09-mc,800.53,80053,"Open fracture of vault of skull without mention of intracranial injury, with moderate [1-24 hours] loss of consciousness",
icd-09-mc,800.54,80054,"Open fracture of vault of skull without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",
icd-09-mc,800.55,80055,"Open fracture of vault of skull without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",
icd-09-mc,800.56,80056,"Open fracture of vault of skull without mention of intracranial injury, with loss of consciousness of unspecified duration",
icd-09-mc,800.59,80059,"Open fracture of vault of skull without mention of intracranial injury, with concussion, unspecified",
icd-09-mc,800.60,80060,"Open fracture of vault of skull with cerebral laceration and contusion, unspecified state of consciousness",
icd-09-mc,800.61,80061,"Open fracture of vault of skull with cerebral laceration and contusion, with no loss of consciousness",
icd-09-mc,800.62,80062,"Open fracture of vault of skull with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness",
icd-09-mc,800.63,80063,"Open fracture of vault of skull with cerebral laceration and contusion, with moderate [1-24 hours] loss of consciousness",
icd-09-mc,800.64,80064,"Open fracture of vault of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",
icd-09-mc,800.65,80065,"Open fracture of vault of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",
icd-09-mc,800.66,80066,"Open fracture of vault of skull with cerebral laceration and contusion, with loss of consciousness of unspecified duration",
icd-09-mc,800.69,80069,"Open fracture of vault of skull with cerebral laceration and contusion, with concussion, unspecified",
icd-09-mc,800.70,80070,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, unspecified state of consciousness",
icd-09-mc,800.71,80071,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with no loss of consciousness",
icd-09-mc,800.72,80072,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with brief [less than one hour] loss of consciousness",
icd-09-mc,800.73,80073,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with moderate [1-24 hours] loss of consciousness",
icd-09-mc,800.74,80074,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",
icd-09-mc,800.75,80075,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",
icd-09-mc,800.76,80076,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with loss of consciousness of unspecified duration",
icd-09-mc,800.79,80079,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with concussion, unspecified",
icd-09-mc,800.80,80080,"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, unspecified state of consciousness",
icd-09-mc,800.81,80081,"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with no loss of consciousness",
icd-09-mc,800.82,80082,"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with brief [less than one hour] loss of consciousness",
icd-09-mc,800.83,80083,"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with moderate [1-24 hours] loss of consciousness",
icd-09-mc,800.84,80084,"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",
icd-09-mc,800.85,80085,"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",
icd-09-mc,800.86,80086,"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with loss of consciousness of unspecified duration",
icd-09-mc,800.89,80089,"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with concussion, unspecified",
icd-09-mc,800.90,80090,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, unspecified state of consciousness",
icd-09-mc,800.91,80091,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with no loss of consciousness",
icd-09-mc,800.92,80092,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with brief [less than one hour] loss of consciousness",
icd-09-mc,800.93,80093,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with moderate [1-24 hours] loss of consciousness",
icd-09-mc,800.94,80094,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",
icd-09-mc,800.95,80095,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",
icd-09-mc,800.96,80096,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration",
icd-09-mc,800.99,80099,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with concussion, unspecified",
icd-09-mc,801.00,80100,"Closed fracture of base of skull without mention of intra cranial injury, unspecified state of consciousness",
icd-09-mc,801.01,80101,"Closed fracture of base of skull without mention of intra cranial injury, with no loss of consciousness",
icd-09-mc,801.02,80102,"Closed fracture of base of skull without mention of intra cranial injury, with brief [less than one hour] loss of consciousness",
icd-09-mc,801.03,80103,"Closed fracture of base of skull without mention of intra cranial injury, with moderate [1-24 hours] loss of consciousness",
icd-09-mc,801.04,80104,"Closed fracture of base of skull without mention of intra cranial injury, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",
icd-09-mc,801.05,80105,"Closed fracture of base of skull without mention of intra cranial injury, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",
icd-09-mc,801.06,80106,"Closed fracture of base of skull without mention of intra cranial injury, with loss of consciousness of unspecified duration",
icd-09-mc,801.09,80109,"Closed fracture of base of skull without mention of intra cranial injury, with concussion, unspecified",
icd-09-mc,801.10,80110,"Closed fracture of base of skull with cerebral laceration and contusion, unspecified state of consciousness",
icd-09-mc,801.11,80111,"Closed fracture of base of skull with cerebral laceration and contusion, with no loss of consciousness",
icd-09-mc,801.12,80112,"Closed fracture of base of skull with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness",
icd-09-mc,801.13,80113,"Closed fracture of base of skull with cerebral laceration and contusion, with moderate [1-24 hours] loss of consciousness",
icd-09-mc,801.14,80114,"Closed fracture of base of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",
icd-09-mc,801.15,80115,"Closed fracture of base of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",
icd-09-mc,801.16,80116,"Closed fracture of base of skull with cerebral laceration and contusion, with loss of consciousness of unspecified duration",
icd-09-mc,801.19,80119,"Closed fracture of base of skull with cerebral laceration and contusion, with concussion, unspecified",
icd-09-mc,801.20,80120,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, unspecified state of consciousness",
icd-09-mc,801.21,80121,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with no loss of consciousness",
icd-09-mc,801.22,80122,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with brief [less than one hour] loss of consciousness",
icd-09-mc,801.23,80123,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with moderate [1-24 hours] loss of consciousness",
icd-09-mc,801.24,80124,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",
icd-09-mc,801.25,80125,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",
icd-09-mc,801.26,80126,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with loss of consciousness of unspecified duration",
icd-09-mc,801.29,80129,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with concussion, unspecified",
icd-09-mc,801.30,80130,"Closed fracture of base of skull with other and unspecified intracranial hemorrhage, unspecified state of consciousness",
icd-09-mc,801.31,80131,"Closed fracture of base of skull with other and unspecified intracranial hemorrhage, with no loss of consciousness",
icd-09-mc,801.32,80132,"Closed fracture of base of skull with other and unspecified intracranial hemorrhage, with brief [less than one hour] loss of consciousness",
icd-09-mc,801.33,80133,"Closed fracture of base of skull with other and unspecified intracranial hemorrhage, with moderate [1-24 hours] loss of consciousness",
icd-09-mc,801.34,80134,"Closed fracture of base of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",
icd-09-mc,801.35,80135,"Closed fracture of base of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",
icd-09-mc,801.36,80136,"Closed fracture of base of skull with other and unspecified intracranial hemorrhage, with loss of consciousness of unspecified duration",
icd-09-mc,801.39,80139,"Closed fracture of base of skull with other and unspecified intracranial hemorrhage, with concussion, unspecified",
icd-09-mc,801.40,80140,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, unspecified state of consciousness",
icd-09-mc,801.41,80141,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with no loss of consciousness",
icd-09-mc,801.42,80142,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with brief [less than one hour] loss of consciousness",
icd-09-mc,801.43,80143,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with moderate [1-24 hours] loss of consciousness",
icd-09-mc,801.44,80144,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours) loss of consciousness and return to pre-existing conscious level",
icd-09-mc,801.45,80145,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",
icd-09-mc,801.46,80146,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration",
icd-09-mc,801.49,80149,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with concussion, unspecified",
icd-09-mc,801.50,80150,"Open fracture of base of skull without mention of intracranial injury, unspecified state of consciousness",
icd-09-mc,801.51,80151,"Open fracture of base of skull without mention of intracranial injury, with no loss of consciousness",
icd-09-mc,801.52,80152,"Open fracture of base of skull without mention of intracranial injury, with brief [less than one hour] loss of consciousness",
icd-09-mc,801.53,80153,"Open fracture of base of skull without mention of intracranial injury, with moderate [1-24 hours] loss of consciousness",
icd-09-mc,801.54,80154,"Open fracture of base of skull without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",
icd-09-mc,801.55,80155,"Open fracture of base of skull without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",
icd-09-mc,801.56,80156,"Open fracture of base of skull without mention of intracranial injury, with loss of consciousness of unspecified duration",
icd-09-mc,801.59,80159,"Open fracture of base of skull without mention of intracranial injury, with concussion, unspecified",
icd-09-mc,801.60,80160,"Open fracture of base of skull with cerebral laceration and contusion, unspecified state of consciousness",
icd-09-mc,801.61,80161,"Open fracture of base of skull with cerebral laceration and contusion, with no loss of consciousness",
icd-09-mc,801.62,80162,"Open fracture of base of skull with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness",
icd-09-mc,801.63,80163,"Open fracture of base of skull with cerebral laceration and contusion, with moderate [1-24 hours] loss of consciousness",
icd-09-mc,801.64,80164,"Open fracture of base of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",
icd-09-mc,801.65,80165,"Open fracture of base of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",
icd-09-mc,801.66,80166,"Open fracture of base of skull with cerebral laceration and contusion, with loss of consciousness of unspecified duration",
icd-09-mc,801.69,80169,"Open fracture of base of skull with cerebral laceration and contusion, with concussion, unspecified",
icd-09-mc,801.70,80170,"Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, unspecified state of consciousness",
icd-09-mc,801.71,80171,"Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with no loss of consciousness",
icd-09-mc,801.72,80172,"Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with brief [less than one hour] loss of consciousness",
icd-09-mc,801.73,80173,"Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with moderate [1-24 hours] loss of consciousness",
icd-09-mc,801.74,80174,"Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",
icd-09-mc,801.75,80175,"Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",
icd-09-mc,801.76,80176,"Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with loss of consciousness of unspecified duration",
icd-09-mc,801.79,80179,"Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with concussion, unspecified",
icd-09-mc,801.80,80180,"Open fracture of base of skull with other and unspecified intracranial hemorrhage, unspecified state of consciousness",
icd-09-mc,801.81,80181,"Open fracture of base of skull with other and unspecified intracranial hemorrhage, with no loss of consciousness",
icd-09-mc,801.82,80182,"Open fracture of base of skull with other and unspecified intracranial hemorrhage, with brief [less than one hour] loss of consciousness",
icd-09-mc,801.83,80183,"Open fracture of base of skull with other and unspecified intracranial hemorrhage, with moderate [1-24 hours] loss of consciousness",
icd-09-mc,801.84,80184,"Open fracture of base of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",
icd-09-mc,801.85,80185,"Open fracture of base of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",
icd-09-mc,801.86,80186,"Open fracture of base of skull with other and unspecified intracranial hemorrhage, with loss of consciousness of unspecified duration",
icd-09-mc,801.89,80189,"Open fracture of base of skull with other and unspecified intracranial hemorrhage, with concussion, unspecified",
icd-09-mc,801.90,80190,"Open fracture of base of skull with intracranial injury of other and unspecified nature, unspecified state of consciousness",
icd-09-mc,801.91,80191,"Open fracture of base of skull with intracranial injury of other and unspecified nature, with no loss of consciousness",
icd-09-mc,801.92,80192,"Open fracture of base of skull with intracranial injury of other and unspecified nature, with brief [less than one hour] loss of consciousness",
icd-09-mc,801.93,80193,"Open fracture of base of skull with intracranial injury of other and unspecified nature, with moderate [1-24 hours] loss of consciousness",
icd-09-mc,801.94,80194,"Open fracture of base of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",
icd-09-mc,801.95,80195,"Open fracture of base of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",
icd-09-mc,801.96,80196,"Open fracture of base of skull with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration",
icd-09-mc,801.99,80199,"Open fracture of base of skull with intracranial injury of other and unspecified nature, with concussion, unspecified",
icd-09-mc,802.20,80220,"Closed fracture of mandible, unspecified site",
icd-09-mc,802.21,80221,"Closed fracture of mandible, condylar process",
icd-09-mc,802.22,80222,"Closed fracture of mandible, subcondylar",
icd-09-mc,802.23,80223,"Closed fracture of mandible, coronoid process",
icd-09-mc,802.24,80224,"Closed fracture of mandible, ramus, unspecified",
icd-09-mc,802.25,80225,"Closed fracture of mandible, angle of jaw",
icd-09-mc,802.26,80226,"Closed fracture of mandible, symphysis of body",
icd-09-mc,802.27,80227,"Closed fracture of mandible, alveolar border of body",
icd-09-mc,802.28,80228,"Closed fracture of mandible, body, other and unspecified",
icd-09-mc,802.29,80229,"Closed fracture of mandible, multiple sites",
icd-09-mc,802.30,80230,"Open fracture of mandible, unspecified site",
icd-09-mc,802.31,80231,"Open fracture of mandible, condylar process",
icd-09-mc,802.32,80232,"Open fracture of mandible, subcondylar",
icd-09-mc,802.33,80233,"Open fracture of mandible, coronoid process",
icd-09-mc,802.34,80234,"Open fracture of mandible, ramus, unspecified",
icd-09-mc,802.35,80235,"Open fracture of mandible, angle of jaw",
icd-09-mc,802.36,80236,"Open fracture of mandible, symphysis of body",
icd-09-mc,802.37,80237,"Open fracture of mandible, alveolar border of body",
icd-09-mc,802.38,80238,"Open fracture of mandible, body, other and unspecified",
icd-09-mc,802.39,80239,"Open fracture of mandible, multiple sites",
icd-09-mc,802.4,8024,Closed fracture of malar and maxillary bones,
icd-09-mc,802.5,8025,Open fracture of malar and maxillary bones,
icd-09-mc,802.6,8026,Closed fracture of orbital floor (blow-out),
icd-09-mc,802.7,8027,Open fracture of orbital floor (blow-out),
icd-09-mc,802.8,8028,Closed fracture of other facial bones,
icd-09-mc,802.9,8029,Open fracture of other facial bones,
icd-09-mc,803.00,80300,"Other closed skull fracture without mention of intracranial injury, unspecified state of consciousness",
icd-09-mc,803.01,80301,"Other closed skull fracture without mention of intracranial injury, with no loss of consciousness",
icd-09-mc,803.02,80302,"Other closed skull fracture without mention of intracranial injury, with brief [less than one hour] loss of consciousness",
icd-09-mc,803.03,80303,"Other closed skull fracture without mention of intracranial injury, with moderate [1-24 hours] loss of consciousness",
icd-09-mc,803.04,80304,"Other closed skull fracture without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",
icd-09-mc,803.05,80305,"Other closed skull fracture without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",
icd-09-mc,803.06,80306,"Other closed skull fracture without mention of intracranial injury, with loss of consciousness of unspecified duration",
icd-09-mc,803.09,80309,"Other closed skull fracture without mention of intracranial injury, with concussion, unspecified",
icd-09-mc,803.10,80310,"Other closed skull fracture with cerebral laceration and contusion, unspecified state of consciousness",
icd-09-mc,803.11,80311,"Other closed skull fracture with cerebral laceration and contusion, with no loss of consciousness",
icd-09-mc,803.12,80312,"Other closed skull fracture with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness",
icd-09-mc,803.13,80313,"Other closed skull fracture with cerebral laceration and contusion, with moderate [1-24 hours] loss of consciousness",
icd-09-mc,803.14,80314,"Other closed skull fracture with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",
icd-09-mc,803.15,80315,"Other closed skull fracture with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",
icd-09-mc,803.16,80316,"Other closed skull fracture with cerebral laceration and contusion, with loss of consciousness of unspecified duration",
icd-09-mc,803.19,80319,"Other closed skull fracture with cerebral laceration and contusion, with concussion, unspecified",
icd-09-mc,803.20,80320,"Other closed skull fracture with subarachnoid, subdural, and extradural hemorrhage, unspecified state of consciousness",
icd-09-mc,803.21,80321,"Other closed skull fracture with subarachnoid, subdural, and extradural hemorrhage, with no loss of consciousness",
icd-09-mc,803.22,80322,"Other closed skull fracture with subarachnoid, subdural, and extradural hemorrhage, with brief [less than one hour] loss of consciousness",
icd-09-mc,803.23,80323,"Other closed skull fracture with subarachnoid, subdural, and extradural hemorrhage, with moderate [1-24 hours] loss of consciousness",
icd-09-mc,803.24,80324,"Other closed skull fracture with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",
icd-09-mc,803.25,80325,"Other closed skull fracture with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",
icd-09-mc,803.26,80326,"Other closed skull fracture with subarachnoid, subdural, and extradural hemorrhage, with loss of consciousness of unspecified duration",
icd-09-mc,803.29,80329,"Other closed skull fracture with subarachnoid, subdural, and extradural hemorrhage, with concussion, unspecified",
icd-09-mc,803.30,80330,"Other closed skull fracture with other and unspecified intracranial hemorrhage, unspecified state of unconsciousness",
icd-09-mc,803.31,80331,"Other closed skull fracture with other and unspecified intracranial hemorrhage, with no loss of consciousness",
icd-09-mc,803.32,80332,"Other closed skull fracture with other and unspecified intracranial hemorrhage, with brief [less than one hour] loss of consciousness",
icd-09-mc,803.33,80333,"Other closed skull fracture with other and unspecified intracranial hemorrhage, with moderate [1-24 hours] loss of consciousness",
icd-09-mc,803.34,80334,"Other closed skull fracture with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",
icd-09-mc,803.35,80335,"Other closed skull fracture with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",
icd-09-mc,803.36,80336,"Other closed skull fracture with other and unspecified intracranial hemorrhage, with loss of consciousness of unspecified duration",
icd-09-mc,803.39,80339,"Other closed skull fracture with other and unspecified intracranial hemorrhage, with concussion, unspecified",
icd-09-mc,803.40,80340,"Other closed skull fracture with intracranial injury of other and unspecified nature, unspecified state of consciousness",
icd-09-mc,803.41,80341,"Other closed skull fracture with intracranial injury of other and unspecified nature, with no loss of consciousness",
icd-09-mc,803.42,80342,"Other closed skull fracture with intracranial injury of other and unspecified nature, with brief [less than one hour] loss of consciousness",
icd-09-mc,803.43,80343,"Other closed skull fracture with intracranial injury of other and unspecified nature, with moderate [1-24 hours] loss of consciousness",
icd-09-mc,803.44,80344,"Other closed skull fracture with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",
icd-09-mc,803.45,80345,"Other closed skull fracture with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",
icd-09-mc,803.46,80346,"Other closed skull fracture with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration",
icd-09-mc,803.49,80349,"Other closed skull fracture with intracranial injury of other and unspecified nature, with concussion, unspecified",
icd-09-mc,803.50,80350,"Other open skull fracture without mention of injury, unspecified state of consciousness",
icd-09-mc,803.51,80351,"Other open skull fracture without mention of intracranial injury, with no loss of consciousness",
icd-09-mc,803.52,80352,"Other open skull fracture without mention of intracranial injury, with brief [less than one hour] loss of consciousness",
icd-09-mc,803.53,80353,"Other open skull fracture without mention of intracranial injury, with moderate [1-24 hours] loss of consciousness",
icd-09-mc,803.54,80354,"Other open skull fracture without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",
icd-09-mc,803.55,80355,"Other open skull fracture without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",
icd-09-mc,803.56,80356,"Other open skull fracture without mention of intracranial injury, with loss of consciousness of unspecified duration",
