classification_system,code,code_clean,description,source
icd-10-mc,I60.32,I6032,Nontraumatic subarachnoid hemorrhage from left posterior communicating artery,
icd-10-mc,I60.4,I604,Nontraumatic subarachnoid hemorrhage from basilar artery,
icd-10-mc,I60.50,I6050,Nontraumatic subarachnoid hemorrhage from unspecified vertebral artery,
icd-10-mc,I60.51,I6051,Nontraumatic subarachnoid hemorrhage from right vertebral artery,
icd-10-mc,I60.52,I6052,Nontraumatic subarachnoid hemorrhage from left vertebral artery,
icd-10-mc,I60.6,I606,Nontraumatic subarachnoid hemorrhage from other intracranial arteries,
icd-10-mc,I60.7,I607,Nontraumatic subarachnoid hemorrhage from unspecified intracranial artery,
icd-10-mc,I60.8,I608,Other nontraumatic subarachnoid hemorrhage,
icd-10-mc,I60.9,I609,"Nontraumatic subarachnoid hemorrhage, unspecified",
icd-10-mc,I69.031,I69031,Monoplegia of upper limb following nontraumatic subarachnoid hemorrhage affecting right dominant side,
icd-10-mc,I69.032,I69032,Monoplegia of upper limb following nontraumatic subarachnoid hemorrhage affecting left dominant side,
icd-10-mc,I69.033,I69033,Monoplegia of upper limb following nontraumatic subarachnoid hemorrhage affecting right non-dominant side,
icd-10-mc,I69.034,I69034,Monoplegia of upper limb following nontraumatic subarachnoid hemorrhage affecting left non-dominant side,
icd-10-mc,I69.039,I69039,Monoplegia of upper limb following nontraumatic subarachnoid hemorrhage affecting unspecified side,
icd-10-mc,I69.041,I69041,Monoplegia of lower limb following nontraumatic subarachnoid hemorrhage affecting right dominant side,
icd-10-mc,I69.042,I69042,Monoplegia of lower limb following nontraumatic subarachnoid hemorrhage affecting left dominant side,
icd-10-mc,I69.043,I69043,Monoplegia of lower limb following nontraumatic subarachnoid hemorrhage affecting right non-dominant side,
icd-10-mc,I69.044,I69044,Monoplegia of lower limb following nontraumatic subarachnoid hemorrhage affecting left non-dominant side,
icd-10-mc,I69.049,I69049,Monoplegia of lower limb following nontraumatic subarachnoid hemorrhage affecting unspecified side,
icd-10-mc,I69.051,I69051,Hemiplegia and hemiparesis following nontraumatic subarachnoid hemorrhage affecting right dominant side,
icd-10-mc,I69.052,I69052,Hemiplegia and hemiparesis following nontraumatic subarachnoid hemorrhage affecting left dominant side,
icd-10-mc,I69.053,I69053,Hemiplegia and hemiparesis following nontraumatic subarachnoid hemorrhage affecting right non-dominant side,
icd-10-mc,I69.054,I69054,Hemiplegia and hemiparesis following nontraumatic subarachnoid hemorrhage affecting left non-dominant side,
icd-10-mc,I69.059,I69059,Hemiplegia and hemiparesis following nontraumatic subarachnoid hemorrhage affecting unspecified side,
icd-10-mc,I69.061,I69061,Other paralytic syndrome following nontraumatic subarachnoid hemorrhage affecting right dominant side,
icd-10-mc,I69.062,I69062,Other paralytic syndrome following nontraumatic subarachnoid hemorrhage affecting left dominant side,
icd-10-mc,I69.063,I69063,Other paralytic syndrome following nontraumatic subarachnoid hemorrhage affecting right non-dominant side,
icd-10-mc,I69.064,I69064,Other paralytic syndrome following nontraumatic subarachnoid hemorrhage affecting left non-dominant side,
icd-10-mc,I69.065,I69065,"Other paralytic syndrome following nontraumatic subarachnoid hemorrhage, bilateral",
icd-10-mc,I69.069,I69069,Other paralytic syndrome following nontraumatic subarachnoid hemorrhage affecting unspecified side,
icd-10-mc,I97.810,I97810,Intraoperative cerebrovascular infarction during cardiac surgery,
icd-10-mc,I97.811,I97811,Intraoperative cerebrovascular infarction during other surgery,
icd-10-mc,I97.820,I97820,Postprocedural cerebrovascular infarction following cardiac surgery,
icd-10-mc,I97.821,I97821,Postprocedural cerebrovascular infarction following other surgery,
